year,entity,type_of_crime,count
2019,Baja California,Sexual abuse,1384
2019,Baja California,Sexual harassment,140
2019,Baja California,Simple rape,645
2019,Baja California,Threats,3871
2019,Baja California Sur,Abduction,0
2019,Baja California Sur,Abortion,12
2019,Baja California Sur,Aggravated rape,27
2019,Baja California Sur,Burglary,152
2019,Baja California Sur,Child trafficking,0
2019,Baja California Sur,Corruption of minors,57
2019,Baja California Sur,Counterfeiting,78
2019,Baja California Sur,Crimes committed by public officials,286
2019,Baja California Sur,Dispossession,345
2019,Baja California Sur,Domestic violence,2612
2019,Baja California Sur,Drug trafficking (small-scale),479
2019,Baja California Sur,Electoral crimes,0
2019,Baja California Sur,Embezzlement,301
2019,Baja California Sur,Environmental crimes,0
2019,Baja California Sur,Extortion,185
2019,Baja California Sur,Feminicide,2
2019,Baja California Sur,Forgery,93
2019,Baja California Sur,Fraud,1060
2019,Baja California Sur,Gender-based violence in all its forms other than domestic violence,14
2019,Baja California Sur,Homicide,168
2019,Baja California Sur,Human trafficking,3
2019,Baja California Sur,Incest,2
2019,Baja California Sur,Injuries,1889
2019,Baja California Sur,Kidnapping,5
2019,Baja California Sur,Non-compliance with family support obligations,910
2019,Baja California Sur,Other common law crimes,958
2019,Baja California Sur,Other crimes against heritage or property,111
2019,Baja California Sur,Other crimes against life and bodily integrity,200
2019,Baja California Sur,Other crimes against personal freedom,165
2019,Baja California Sur,Other crimes against sexual freedom and security,62
2019,Baja California Sur,Other crimes against society,0
2019,Baja California Sur,Other crimes against the family,300
2019,Baja California Sur,Prisoner escape,2
2019,Baja California Sur,Property damage,1618
2019,Baja California Sur,Robbery,8625
2019,Baja California Sur,Sexual abuse,315
2019,Baja California Sur,Sexual harassment,60
2019,Baja California Sur,Simple rape,210
2019,Baja California Sur,Threats,1338
2019,Campeche,Abduction,0
2019,Campeche,Abortion,0
2019,Campeche,Aggravated rape,211
2019,Campeche,Burglary,17
2019,Campeche,Child trafficking,0
2019,Campeche,Corruption of minors,12
2019,Campeche,Counterfeiting,2
2019,Campeche,Crimes committed by public officials,1
2019,Campeche,Dispossession,9
2019,Campeche,Domestic violence,62
2019,Campeche,Drug trafficking (small-scale),116
2019,Campeche,Electoral crimes,0
2019,Campeche,Embezzlement,2
2019,Campeche,Environmental crimes,2
2019,Campeche,Extortion,25
2019,Campeche,Feminicide,6
2019,Campeche,Forgery,1
2019,Campeche,Fraud,11
2019,Campeche,Gender-based violence in all its forms other than domestic violence,0
2019,Campeche,Homicide,134
2019,Campeche,Human trafficking,1
2019,Campeche,Incest,0
2019,Campeche,Injuries,177
2019,Campeche,Kidnapping,3
2019,Campeche,Non-compliance with family support obligations,9
2019,Campeche,Other common law crimes,52
2019,Campeche,Other crimes against heritage or property,16
2019,Campeche,Other crimes against life and bodily integrity,21
2019,Campeche,Other crimes against personal freedom,7
2019,Campeche,Other crimes against sexual freedom and security,16
2019,Campeche,Other crimes against society,13
2019,Campeche,Other crimes against the family,0
2019,Campeche,Prisoner escape,0
2019,Campeche,Property damage,145
2019,Campeche,Robbery,1063
2019,Campeche,Sexual abuse,55
2019,Campeche,Sexual harassment,4
2019,Campeche,Simple rape,61
2019,Campeche,Threats,58
2019,Chiapas,Abduction,0
2019,Chiapas,Abortion,11
2019,Chiapas,Aggravated rape,2
2019,Chiapas,Burglary,122
2019,Chiapas,Child trafficking,2
2019,Chiapas,Corruption of minors,53
2019,Chiapas,Counterfeiting,271
2019,Chiapas,Crimes committed by public officials,338
2019,Chiapas,Dispossession,238
2019,Chiapas,Domestic violence,5108
2019,Chiapas,Drug trafficking (small-scale),852
2019,Chiapas,Electoral crimes,7
2019,Chiapas,Embezzlement,185
2019,Chiapas,Environmental crimes,47
2019,Chiapas,Extortion,138
2019,Chiapas,Feminicide,20
2019,Chiapas,Forgery,37
2019,Chiapas,Fraud,559
2019,Chiapas,Gender-based violence in all its forms other than domestic violence,0
2019,Chiapas,Homicide,1186
2019,Chiapas,Human trafficking,11
2019,Chiapas,Incest,0
2019,Chiapas,Injuries,1535
2019,Chiapas,Kidnapping,21
2019,Chiapas,Non-compliance with family support obligations,350
2019,Chiapas,Other common law crimes,1196
2019,Chiapas,Other crimes against heritage or property,737
2019,Chiapas,Other crimes against life and bodily integrity,178
2019,Chiapas,Other crimes against personal freedom,187
2019,Chiapas,Other crimes against sexual freedom and security,671
2019,Chiapas,Other crimes against society,169
2019,Chiapas,Other crimes against the family,9
2019,Chiapas,Prisoner escape,1
2019,Chiapas,Property damage,1196
2019,Chiapas,Robbery,6410
2019,Chiapas,Sexual abuse,162
2019,Chiapas,Sexual harassment,125
2019,Chiapas,Simple rape,531
2019,Chiapas,Threats,629
2019,Chihuahua,Abduction,0
2019,Chihuahua,Abortion,8
2019,Chihuahua,Aggravated rape,274
2019,Chihuahua,Burglary,940
2019,Chihuahua,Child trafficking,3
2019,Chihuahua,Corruption of minors,102
2019,Chihuahua,Counterfeiting,492
2019,Chihuahua,Crimes committed by public officials,791
2019,Chihuahua,Dispossession,829
2019,Chihuahua,Domestic violence,10968
2019,Chihuahua,Drug trafficking (small-scale),7602
2019,Chihuahua,Electoral crimes,4
2019,Chihuahua,Embezzlement,818
2019,Chihuahua,Environmental crimes,59
2019,Chihuahua,Extortion,18
2019,Chihuahua,Feminicide,30
2019,Chihuahua,Forgery,229
2019,Chihuahua,Fraud,3045
2019,Chihuahua,Gender-based violence in all its forms other than domestic violence,30
2019,Chihuahua,Homicide,2461
2019,Chihuahua,Human trafficking,46
2019,Chihuahua,Incest,2
2019,Chihuahua,Injuries,5782
2019,Chihuahua,Kidnapping,16
2019,Chihuahua,Non-compliance with family support obligations,1857
2019,Chihuahua,Other common law crimes,3302
2019,Chihuahua,Other crimes against heritage or property,523
2019,Chihuahua,Other crimes against life and bodily integrity,317
2019,Chihuahua,Other crimes against personal freedom,685
2019,Chihuahua,Other crimes against sexual freedom and security,241
2019,Chihuahua,Other crimes against society,0
2019,Chihuahua,Other crimes against the family,10
2019,Chihuahua,Prisoner escape,24
2019,Chihuahua,Property damage,8101
2019,Chihuahua,Robbery,16186
2019,Chihuahua,Sexual abuse,1379
2019,Chihuahua,Sexual harassment,179
2019,Chihuahua,Simple rape,859
2019,Chihuahua,Threats,3640
2019,Ciudad de México,Abduction,5
2019,Ciudad de México,Abortion,132
2019,Ciudad de México,Aggravated rape,290
2019,Ciudad de México,Burglary,883
2019,Ciudad de México,Child trafficking,0
2019,Ciudad de México,Corruption of minors,324
2019,Ciudad de México,Counterfeiting,7152
2019,Ciudad de México,Crimes committed by public officials,6161
2019,Ciudad de México,Dispossession,3994
2019,Ciudad de México,Domestic violence,25774
2019,Ciudad de México,Drug trafficking (small-scale),6097
2019,Ciudad de México,Electoral crimes,21
2019,Ciudad de México,Embezzlement,4032
2019,Ciudad de México,Environmental crimes,842
2019,Ciudad de México,Extortion,856
2019,Ciudad de México,Feminicide,72
2019,Ciudad de México,Forgery,582
2019,Ciudad de México,Fraud,15716
2019,Ciudad de México,Gender-based violence in all its forms other than domestic violence,0
2019,Ciudad de México,Homicide,1997
2019,Ciudad de México,Human trafficking,180
2019,Ciudad de México,Incest,0
2019,Ciudad de México,Injuries,10936
2019,Ciudad de México,Kidnapping,180
2019,Ciudad de México,Non-compliance with family support obligations,530
2019,Ciudad de México,Other common law crimes,6364
2019,Ciudad de México,Other crimes against heritage or property,4650
2019,Ciudad de México,Other crimes against life and bodily integrity,352
2019,Ciudad de México,Other crimes against personal freedom,2258
2019,Ciudad de México,Other crimes against sexual freedom and security,51
2019,Ciudad de México,Other crimes against society,2025
2019,Ciudad de México,Other crimes against the family,12
2019,Ciudad de México,Prisoner escape,15
2019,Ciudad de México,Property damage,10921
2019,Ciudad de México,Robbery,109431
2019,Ciudad de México,Sexual abuse,4053
2019,Ciudad de México,Sexual harassment,946
2019,Ciudad de México,Simple rape,1159
2019,Ciudad de México,Threats,13845
2019,Coahuila de Zaragoza,Abduction,0
2019,Coahuila de Zaragoza,Abortion,2
2019,Coahuila de Zaragoza,Aggravated rape,128
2019,Coahuila de Zaragoza,Burglary,748
2019,Coahuila de Zaragoza,Child trafficking,0
2019,Coahuila de Zaragoza,Corruption of minors,41
2019,Coahuila de Zaragoza,Counterfeiting,178
2019,Coahuila de Zaragoza,Crimes committed by public officials,697
2019,Coahuila de Zaragoza,Dispossession,418
2019,Coahuila de Zaragoza,Domestic violence,10647
2019,Coahuila de Zaragoza,Drug trafficking (small-scale),8610
2019,Coahuila de Zaragoza,Electoral crimes,7
2019,Coahuila de Zaragoza,Embezzlement,498
2019,Coahuila de Zaragoza,Environmental crimes,2
2019,Coahuila de Zaragoza,Extortion,37
2019,Coahuila de Zaragoza,Feminicide,24
2019,Coahuila de Zaragoza,Forgery,21
2019,Coahuila de Zaragoza,Fraud,1038
2019,Coahuila de Zaragoza,Gender-based violence in all its forms other than domestic violence,202
2019,Coahuila de Zaragoza,Homicide,449
2019,Coahuila de Zaragoza,Human trafficking,2
2019,Coahuila de Zaragoza,Incest,0
2019,Coahuila de Zaragoza,Injuries,5004
2019,Coahuila de Zaragoza,Kidnapping,10
2019,Coahuila de Zaragoza,Non-compliance with family support obligations,565
2019,Coahuila de Zaragoza,Other common law crimes,2525
2019,Coahuila de Zaragoza,Other crimes against heritage or property,1194
2019,Coahuila de Zaragoza,Other crimes against life and bodily integrity,32
2019,Coahuila de Zaragoza,Other crimes against personal freedom,38
2019,Coahuila de Zaragoza,Other crimes against sexual freedom and security,30
2019,Coahuila de Zaragoza,Other crimes against society,0
2019,Coahuila de Zaragoza,Other crimes against the family,284
2019,Coahuila de Zaragoza,Prisoner escape,2
2019,Coahuila de Zaragoza,Property damage,7067
2019,Coahuila de Zaragoza,Robbery,6654
2019,Coahuila de Zaragoza,Sexual abuse,559
2019,Coahuila de Zaragoza,Sexual harassment,231
2019,Coahuila de Zaragoza,Simple rape,177
2019,Coahuila de Zaragoza,Threats,4816
2019,Colima,Abduction,0
2019,Colima,Abortion,4
2019,Colima,Aggravated rape,13
2019,Colima,Burglary,215
2019,Colima,Child trafficking,0
2019,Colima,Corruption of minors,36
2019,Colima,Counterfeiting,97
2019,Colima,Crimes committed by public officials,297
2019,Colima,Dispossession,388
2019,Colima,Domestic violence,3226
2019,Colima,Drug trafficking (small-scale),1699
2019,Colima,Electoral crimes,1
2019,Colima,Embezzlement,542
2019,Colima,Environmental crimes,3
2019,Colima,Extortion,74
2019,Colima,Feminicide,10
2019,Colima,Forgery,79
2019,Colima,Fraud,1503
2019,Colima,Gender-based violence in all its forms other than domestic violence,0
2019,Colima,Homicide,780
2019,Colima,Human trafficking,1
2019,Colima,Incest,0
2019,Colima,Injuries,1797
2019,Colima,Kidnapping,18
2019,Colima,Non-compliance with family support obligations,1102
2019,Colima,Other common law crimes,855
2019,Colima,Other crimes against heritage or property,302
2019,Colima,Other crimes against life and bodily integrity,0
2019,Colima,Other crimes against personal freedom,342
2019,Colima,Other crimes against sexual freedom and security,18
2019,Colima,Other crimes against society,87
2019,Colima,Other crimes against the family,0
2019,Colima,Prisoner escape,0
2019,Colima,Property damage,2537
2019,Colima,Robbery,7547
2019,Colima,Sexual abuse,240
2019,Colima,Sexual harassment,27
2019,Colima,Simple rape,121
2019,Colima,Threats,2593
2019,Durango,Abduction,0
2019,Durango,Abortion,1
2019,Durango,Aggravated rape,1
2019,Durango,Burglary,75
2019,Durango,Child trafficking,0
2019,Durango,Corruption of minors,75
2019,Durango,Counterfeiting,92
2019,Durango,Crimes committed by public officials,78
2019,Durango,Dispossession,414
2019,Durango,Domestic violence,6320
2019,Durango,Drug trafficking (small-scale),893
2019,Durango,Electoral crimes,32
2019,Durango,Embezzlement,572
2019,Durango,Environmental crimes,0
2019,Durango,Extortion,114
2019,Durango,Feminicide,10
2019,Durango,Forgery,5
2019,Durango,Fraud,1475
2019,Durango,Gender-based violence in all its forms other than domestic violence,12
2019,Durango,Homicide,365
2019,Durango,Human trafficking,3
2019,Durango,Incest,0
2019,Durango,Injuries,3319
2019,Durango,Kidnapping,1
2019,Durango,Non-compliance with family support obligations,141
2019,Durango,Other common law crimes,801
2019,Durango,Other crimes against heritage or property,741
2019,Durango,Other crimes against life and bodily integrity,99
2019,Durango,Other crimes against personal freedom,315
2019,Durango,Other crimes against sexual freedom and security,132
2019,Durango,Other crimes against society,19
2019,Durango,Other crimes against the family,188
2019,Durango,Prisoner escape,0
2019,Durango,Property damage,2212
2019,Durango,Robbery,10060
2019,Durango,Sexual abuse,479
2019,Durango,Sexual harassment,64
2019,Durango,Simple rape,260
2019,Durango,Threats,970
2019,Guanajuato,Abduction,0
2019,Guanajuato,Abortion,24
2019,Guanajuato,Aggravated rape,36
2019,Guanajuato,Burglary,503
2019,Guanajuato,Child trafficking,10
2019,Guanajuato,Corruption of minors,161
2019,Guanajuato,Counterfeiting,601
2019,Guanajuato,Crimes committed by public officials,66
2019,Guanajuato,Dispossession,1320
2019,Guanajuato,Domestic violence,11142
2019,Guanajuato,Drug trafficking (small-scale),9440
2019,Guanajuato,Electoral crimes,2
2019,Guanajuato,Embezzlement,1745
2019,Guanajuato,Environmental crimes,40
2019,Guanajuato,Extortion,18
2019,Guanajuato,Feminicide,18
2019,Guanajuato,Forgery,196
2019,Guanajuato,Fraud,3094
2019,Guanajuato,Gender-based violence in all its forms other than domestic violence,0
2019,Guanajuato,Homicide,4494
2019,Guanajuato,Human trafficking,4
2019,Guanajuato,Incest,0
2019,Guanajuato,Injuries,14525
2019,Guanajuato,Kidnapping,10
2019,Guanajuato,Non-compliance with family support obligations,2021
2019,Guanajuato,Other common law crimes,20632
2019,Guanajuato,Other crimes against heritage or property,68
2019,Guanajuato,Other crimes against life and bodily integrity,79
2019,Guanajuato,Other crimes against personal freedom,0
2019,Guanajuato,Other crimes against sexual freedom and security,4
2019,Guanajuato,Other crimes against society,0
2019,Guanajuato,Other crimes against the family,5
2019,Guanajuato,Prisoner escape,7
2019,Guanajuato,Property damage,12262
2019,Guanajuato,Robbery,42732
2019,Guanajuato,Sexual abuse,1162
2019,Guanajuato,Sexual harassment,257
2019,Guanajuato,Simple rape,650
2019,Guanajuato,Threats,10330
2019,Guerrero,Abduction,0
2019,Guerrero,Abortion,11
2019,Guerrero,Aggravated rape,103
2019,Guerrero,Burglary,199
2019,Guerrero,Child trafficking,1
2019,Guerrero,Corruption of minors,14
2019,Guerrero,Counterfeiting,268
2019,Guerrero,Crimes committed by public officials,194
2019,Guerrero,Dispossession,432
2019,Guerrero,Domestic violence,3027
2019,Guerrero,Drug trafficking (small-scale),642
2019,Guerrero,Electoral crimes,1
2019,Guerrero,Embezzlement,269
2019,Guerrero,Environmental crimes,4
2019,Guerrero,Extortion,259
2019,Guerrero,Feminicide,18
2019,Guerrero,Forgery,76
2019,Guerrero,Fraud,664
2019,Guerrero,Gender-based violence in all its forms other than domestic violence,178
2019,Guerrero,Homicide,2031
2019,Guerrero,Human trafficking,19
2019,Guerrero,Incest,0
2019,Guerrero,Injuries,3057
2019,Guerrero,Kidnapping,44
2019,Guerrero,Non-compliance with family support obligations,542
2019,Guerrero,Other common law crimes,2360
2019,Guerrero,Other crimes against heritage or property,9
2019,Guerrero,Other crimes against life and bodily integrity,22
2019,Guerrero,Other crimes against personal freedom,440
2019,Guerrero,Other crimes against sexual freedom and security,0
2019,Guerrero,Other crimes against society,0
2019,Guerrero,Other crimes against the family,125
2019,Guerrero,Prisoner escape,1
2019,Guerrero,Property damage,1992
2019,Guerrero,Robbery,7564
2019,Guerrero,Sexual abuse,286
2019,Guerrero,Sexual harassment,43
2019,Guerrero,Simple rape,242
2019,Guerrero,Threats,2207
2019,Hidalgo,Abduction,6
2019,Hidalgo,Abortion,15
2019,Hidalgo,Aggravated rape,0
2019,Hidalgo,Burglary,408
2019,Hidalgo,Child trafficking,1
2019,Hidalgo,Corruption of minors,33
2019,Hidalgo,Counterfeiting,253
2019,Hidalgo,Crimes committed by public officials,817
2019,Hidalgo,Dispossession,1104
2019,Hidalgo,Domestic violence,5619
2019,Hidalgo,Drug trafficking (small-scale),422
2019,Hidalgo,Electoral crimes,8
2019,Hidalgo,Embezzlement,767
2019,Hidalgo,Environmental crimes,8
2019,Hidalgo,Extortion,210
2019,Hidalgo,Feminicide,20
2019,Hidalgo,Forgery,118
2019,Hidalgo,Fraud,1615
2019,Hidalgo,Gender-based violence in all its forms other than domestic violence,0
2019,Hidalgo,Homicide,646
2019,Hidalgo,Human trafficking,14
2019,Hidalgo,Incest,1
2019,Hidalgo,Injuries,6214
2019,Hidalgo,Kidnapping,30
2019,Hidalgo,Non-compliance with family support obligations,914
2019,Hidalgo,Other common law crimes,4746
2019,Hidalgo,Other crimes against heritage or property,210
2019,Hidalgo,Other crimes against life and bodily integrity,340
2019,Hidalgo,Other crimes against personal freedom,1762
2019,Hidalgo,Other crimes against sexual freedom and security,80
2019,Hidalgo,Other crimes against society,0
2019,Hidalgo,Other crimes against the family,11
2019,Hidalgo,Prisoner escape,5
2019,Hidalgo,Property damage,3299
2019,Hidalgo,Robbery,14873
2019,Hidalgo,Sexual abuse,703
2019,Hidalgo,Sexual harassment,60
2019,Hidalgo,Simple rape,705
2019,Hidalgo,Threats,3713
2019,Jalisco,Abduction,0
2019,Jalisco,Abortion,5
2019,Jalisco,Aggravated rape,0
2019,Jalisco,Burglary,338
2019,Jalisco,Child trafficking,0
2019,Jalisco,Corruption of minors,142
2019,Jalisco,Counterfeiting,1824
2019,Jalisco,Crimes committed by public officials,324
2019,Jalisco,Dispossession,2093
2019,Jalisco,Domestic violence,11055
2019,Jalisco,Drug trafficking (small-scale),1734
2019,Jalisco,Electoral crimes,16
2019,Jalisco,Embezzlement,2394
2019,Jalisco,Environmental crimes,69
2019,Jalisco,Extortion,742
2019,Jalisco,Feminicide,65
2019,Jalisco,Forgery,262
2019,Jalisco,Fraud,7678
2019,Jalisco,Gender-based violence in all its forms other than domestic violence,0
2019,Jalisco,Homicide,2751
2019,Jalisco,Human trafficking,6
2019,Jalisco,Incest,0
2019,Jalisco,Injuries,11835
2019,Jalisco,Kidnapping,20
2019,Jalisco,Non-compliance with family support obligations,0
2019,Jalisco,Other common law crimes,11863
2019,Jalisco,Other crimes against heritage or property,0
2019,Jalisco,Other crimes against life and bodily integrity,0
2019,Jalisco,Other crimes against personal freedom,695
2019,Jalisco,Other crimes against sexual freedom and security,194
2019,Jalisco,Other crimes against society,0
2019,Jalisco,Other crimes against the family,1437
2019,Jalisco,Prisoner escape,0
2019,Jalisco,Property damage,8591
2019,Jalisco,Robbery,76247
2019,Jalisco,Sexual abuse,2423
2019,Jalisco,Sexual harassment,366
2019,Jalisco,Simple rape,446
2019,Jalisco,Threats,11039
2019,Michoacán de Ocampo,Abduction,0
2019,Michoacán de Ocampo,Abortion,17
2019,Michoacán de Ocampo,Aggravated rape,74
2019,Michoacán de Ocampo,Burglary,267
2019,Michoacán de Ocampo,Child trafficking,0
2019,Michoacán de Ocampo,Corruption of minors,27
2019,Michoacán de Ocampo,Counterfeiting,431
2019,Michoacán de Ocampo,Crimes committed by public officials,440
2019,Michoacán de Ocampo,Dispossession,744
2019,Michoacán de Ocampo,Domestic violence,941
2019,Michoacán de Ocampo,Drug trafficking (small-scale),2327
2019,Michoacán de Ocampo,Electoral crimes,1
2019,Michoacán de Ocampo,Embezzlement,565
2019,Michoacán de Ocampo,Environmental crimes,101
2019,Michoacán de Ocampo,Extortion,2
2019,Michoacán de Ocampo,Feminicide,14
2019,Michoacán de Ocampo,Forgery,26
2019,Michoacán de Ocampo,Fraud,1616
2019,Michoacán de Ocampo,Gender-based violence in all its forms other than domestic violence,0
2019,Michoacán de Ocampo,Homicide,2686
2019,Michoacán de Ocampo,Human trafficking,10
2019,Michoacán de Ocampo,Incest,0
2019,Michoacán de Ocampo,Injuries,7373
2019,Michoacán de Ocampo,Kidnapping,47
2019,Michoacán de Ocampo,Non-compliance with family support obligations,137
2019,Michoacán de Ocampo,Other common law crimes,3706
2019,Michoacán de Ocampo,Other crimes against heritage or property,272
2019,Michoacán de Ocampo,Other crimes against life and bodily integrity,177
2019,Michoacán de Ocampo,Other crimes against personal freedom,582
2019,Michoacán de Ocampo,Other crimes against sexual freedom and security,49
2019,Michoacán de Ocampo,Other crimes against society,4
2019,Michoacán de Ocampo,Other crimes against the family,0
2019,Michoacán de Ocampo,Prisoner escape,0
2019,Michoacán de Ocampo,Property damage,3068
2019,Michoacán de Ocampo,Robbery,17239
2019,Michoacán de Ocampo,Sexual abuse,427
2019,Michoacán de Ocampo,Sexual harassment,90
2019,Michoacán de Ocampo,Simple rape,355
2019,Michoacán de Ocampo,Threats,2939
2019,Morelos,Abduction,2
2019,Morelos,Abortion,12
2019,Morelos,Aggravated rape,5
2019,Morelos,Burglary,375
2019,Morelos,Child trafficking,2
2019,Morelos,Corruption of minors,41
2019,Morelos,Counterfeiting,256
2019,Morelos,Crimes committed by public officials,52
2019,Morelos,Dispossession,1123
2019,Morelos,Domestic violence,5132
2019,Morelos,Drug trafficking (small-scale),894
2019,Morelos,Electoral crimes,5
2019,Morelos,Embezzlement,638
2019,Morelos,Environmental crimes,9
2019,Morelos,Extortion,184
2019,Morelos,Feminicide,39
2019,Morelos,Forgery,72
2019,Morelos,Fraud,1712
2019,Morelos,Gender-based violence in all its forms other than domestic violence,0
2019,Morelos,Homicide,1162
2019,Morelos,Human trafficking,4
2019,Morelos,Incest,0
2019,Morelos,Injuries,3972
2019,Morelos,Kidnapping,72
2019,Morelos,Non-compliance with family support obligations,317
2019,Morelos,Other common law crimes,1913
2019,Morelos,Other crimes against heritage or property,159
2019,Morelos,Other crimes against life and bodily integrity,543
2019,Morelos,Other crimes against personal freedom,238
2019,Morelos,Other crimes against sexual freedom and security,60
2019,Morelos,Other crimes against society,11
2019,Morelos,Other crimes against the family,343
2019,Morelos,Prisoner escape,2
2019,Morelos,Property damage,2215
2019,Morelos,Robbery,16301
2019,Morelos,Sexual abuse,496
2019,Morelos,Sexual harassment,83
2019,Morelos,Simple rape,409
2019,Morelos,Threats,4338
2019,México,Abduction,0
2019,México,Abortion,155
2019,México,Aggravated rape,788
2019,México,Burglary,1548
2019,México,Child trafficking,0
2019,México,Corruption of minors,111
2019,México,Counterfeiting,2626
2019,México,Crimes committed by public officials,3456
2019,México,Dispossession,3696
2019,México,Domestic violence,9249
2019,México,Drug trafficking (small-scale),3952
2019,México,Electoral crimes,33
2019,México,Embezzlement,3561
2019,México,Environmental crimes,480
2019,México,Extortion,2487
2019,México,Feminicide,121
2019,México,Forgery,131
2019,México,Fraud,8630
2019,México,Gender-based violence in all its forms other than domestic violence,1434
2019,México,Homicide,3472
2019,México,Human trafficking,71
2019,México,Incest,1
2019,México,Injuries,59636
2019,México,Kidnapping,206
2019,México,Non-compliance with family support obligations,2304
2019,México,Other common law crimes,63819
2019,México,Other crimes against heritage or property,45
2019,México,Other crimes against life and bodily integrity,855
2019,México,Other crimes against personal freedom,3250
2019,México,Other crimes against sexual freedom and security,94
2019,México,Other crimes against society,3582
2019,México,Other crimes against the family,7
2019,México,Prisoner escape,16
2019,México,Property damage,12710
2019,México,Robbery,157281
2019,México,Sexual abuse,2671
2019,México,Sexual harassment,739
2019,México,Simple rape,1385
2019,México,Threats,0
2019,Nayarit,Abduction,0
2019,Nayarit,Abortion,0
2019,Nayarit,Aggravated rape,16
2019,Nayarit,Burglary,20
2019,Nayarit,Child trafficking,0
2019,Nayarit,Corruption of minors,13
2019,Nayarit,Counterfeiting,9
2019,Nayarit,Crimes committed by public officials,22
2019,Nayarit,Dispossession,47
2019,Nayarit,Domestic violence,768
2019,Nayarit,Drug trafficking (small-scale),337
2019,Nayarit,Electoral crimes,0
2019,Nayarit,Embezzlement,45
2019,Nayarit,Environmental crimes,3
2019,Nayarit,Extortion,4
2019,Nayarit,Feminicide,5
2019,Nayarit,Forgery,6
2019,Nayarit,Fraud,173
2019,Nayarit,Gender-based violence in all its forms other than domestic violence,0
2019,Nayarit,Homicide,270
2019,Nayarit,Human trafficking,1
2019,Nayarit,Incest,0
2019,Nayarit,Injuries,265
2019,Nayarit,Kidnapping,3
2019,Nayarit,Non-compliance with family support obligations,574
2019,Nayarit,Other common law crimes,682
2019,Nayarit,Other crimes against heritage or property,1
2019,Nayarit,Other crimes against life and bodily integrity,6
2019,Nayarit,Other crimes against personal freedom,102
2019,Nayarit,Other crimes against sexual freedom and security,97
2019,Nayarit,Other crimes against society,5
2019,Nayarit,Other crimes against the family,9
2019,Nayarit,Prisoner escape,0
2019,Nayarit,Property damage,135
2019,Nayarit,Robbery,735
2019,Nayarit,Sexual abuse,0
2019,Nayarit,Sexual harassment,10
2019,Nayarit,Simple rape,115
2019,Nayarit,Threats,164
2019,Nuevo León,Abduction,98
2019,Nuevo León,Abortion,84
2019,Nuevo León,Aggravated rape,351
2019,Nuevo León,Burglary,285
2019,Nuevo León,Child trafficking,1
2019,Nuevo León,Corruption of minors,173
2019,Nuevo León,Counterfeiting,784
2019,Nuevo León,Crimes committed by public officials,2407
2019,Nuevo León,Dispossession,846
2019,Nuevo León,Domestic violence,16339
2019,Nuevo León,Drug trafficking (small-scale),3485
2019,Nuevo León,Electoral crimes,140
2019,Nuevo León,Embezzlement,1038
2019,Nuevo León,Environmental crimes,0
2019,Nuevo León,Extortion,509
2019,Nuevo León,Feminicide,67
2019,Nuevo León,Forgery,237
2019,Nuevo León,Fraud,3730
2019,Nuevo León,Gender-based violence in all its forms other than domestic violence,0
2019,Nuevo León,Homicide,1454
2019,Nuevo León,Human trafficking,38
2019,Nuevo León,Incest,0
2019,Nuevo León,Injuries,5957
2019,Nuevo León,Kidnapping,26
2019,Nuevo León,Non-compliance with family support obligations,540
2019,Nuevo León,Other common law crimes,3115
2019,Nuevo León,Other crimes against heritage or property,79
2019,Nuevo León,Other crimes against life and bodily integrity,11
2019,Nuevo León,Other crimes against personal freedom,2006
2019,Nuevo León,Other crimes against sexual freedom and security,464
2019,Nuevo León,Other crimes against society,3
2019,Nuevo León,Other crimes against the family,4916
2019,Nuevo León,Prisoner escape,14
2019,Nuevo León,Property damage,6640
2019,Nuevo León,Robbery,14235
2019,Nuevo León,Sexual abuse,1171
2019,Nuevo León,Sexual harassment,296
2019,Nuevo León,Simple rape,771
2019,Nuevo León,Threats,3561
2019,Oaxaca,Abduction,0
2019,Oaxaca,Abortion,16
2019,Oaxaca,Aggravated rape,221
2019,Oaxaca,Burglary,288
2019,Oaxaca,Child trafficking,0
2019,Oaxaca,Corruption of minors,23
2019,Oaxaca,Counterfeiting,271
2019,Oaxaca,Crimes committed by public officials,400
2019,Oaxaca,Dispossession,769
2019,Oaxaca,Domestic violence,6439
2019,Oaxaca,Drug trafficking (small-scale),376
2019,Oaxaca,Electoral crimes,72
2019,Oaxaca,Embezzlement,533
2019,Oaxaca,Environmental crimes,0
2019,Oaxaca,Extortion,131
2019,Oaxaca,Feminicide,28
2019,Oaxaca,Forgery,272
2019,Oaxaca,Fraud,1453
2019,Oaxaca,Gender-based violence in all its forms other than domestic violence,2
2019,Oaxaca,Homicide,1853
2019,Oaxaca,Human trafficking,10
2019,Oaxaca,Incest,0
2019,Oaxaca,Injuries,5924
2019,Oaxaca,Kidnapping,23
2019,Oaxaca,Non-compliance with family support obligations,142
2019,Oaxaca,Other common law crimes,1321
2019,Oaxaca,Other crimes against heritage or property,493
2019,Oaxaca,Other crimes against life and bodily integrity,290
2019,Oaxaca,Other crimes against personal freedom,202
2019,Oaxaca,Other crimes against sexual freedom and security,47
2019,Oaxaca,Other crimes against society,485
2019,Oaxaca,Other crimes against the family,229
2019,Oaxaca,Prisoner escape,2
2019,Oaxaca,Property damage,2823
2019,Oaxaca,Robbery,13153
2019,Oaxaca,Sexual abuse,622
