year,entity,type_of_crime,count
2016,Yucatán,Aggravated rape,1
2016,Yucatán,Burglary,1497
2016,Yucatán,Child trafficking,0
2016,Yucatán,Corruption of minors,20
2016,Yucatán,Counterfeiting,144
2016,Yucatán,Crimes committed by public officials,6
2016,Yucatán,Dispossession,413
2016,Yucatán,Domestic violence,2270
2016,Yucatán,Drug trafficking (small-scale),270
2016,Yucatán,Electoral crimes,0
2016,Yucatán,Embezzlement,1408
2016,Yucatán,Environmental crimes,1
2016,Yucatán,Extortion,57
2016,Yucatán,Feminicide,1
2016,Yucatán,Forgery,47
2016,Yucatán,Fraud,1742
2016,Yucatán,Gender-based violence in all its forms other than domestic violence,0
2016,Yucatán,Homicide,110
2016,Yucatán,Human trafficking,0
2016,Yucatán,Incest,1
2016,Yucatán,Injuries,3683
2016,Yucatán,Kidnapping,1
2016,Yucatán,Non-compliance with family support obligations,1185
2016,Yucatán,Other common law crimes,4599
2016,Yucatán,Other crimes against heritage or property,1389
2016,Yucatán,Other crimes against life and bodily integrity,319
2016,Yucatán,Other crimes against personal freedom,134
2016,Yucatán,Other crimes against sexual freedom and security,19
2016,Yucatán,Other crimes against society,1102
2016,Yucatán,Other crimes against the family,511
2016,Yucatán,Prisoner escape,0
2016,Yucatán,Property damage,3404
2016,Yucatán,Robbery,2664
2016,Yucatán,Sexual abuse,432
2016,Yucatán,Sexual harassment,11
2016,Yucatán,Simple rape,220
2016,Yucatán,Threats,6619
2016,Zacatecas,Abduction,11
2016,Zacatecas,Abortion,1
2016,Zacatecas,Aggravated rape,74
2016,Zacatecas,Burglary,123
2016,Zacatecas,Child trafficking,0
2016,Zacatecas,Corruption of minors,32
2016,Zacatecas,Counterfeiting,119
2016,Zacatecas,Crimes committed by public officials,130
2016,Zacatecas,Dispossession,230
2016,Zacatecas,Domestic violence,1075
2016,Zacatecas,Drug trafficking (small-scale),116
2016,Zacatecas,Electoral crimes,74
2016,Zacatecas,Embezzlement,305
2016,Zacatecas,Environmental crimes,1
2016,Zacatecas,Extortion,81
2016,Zacatecas,Feminicide,11
2016,Zacatecas,Forgery,30
2016,Zacatecas,Fraud,821
2016,Zacatecas,Gender-based violence in all its forms other than domestic violence,0
2016,Zacatecas,Homicide,609
2016,Zacatecas,Human trafficking,3
2016,Zacatecas,Incest,1
2016,Zacatecas,Injuries,1811
2016,Zacatecas,Kidnapping,37
2016,Zacatecas,Non-compliance with family support obligations,207
2016,Zacatecas,Other common law crimes,1347
2016,Zacatecas,Other crimes against heritage or property,19
2016,Zacatecas,Other crimes against life and bodily integrity,58
2016,Zacatecas,Other crimes against personal freedom,231
2016,Zacatecas,Other crimes against sexual freedom and security,128
2016,Zacatecas,Other crimes against society,6
2016,Zacatecas,Other crimes against the family,60
2016,Zacatecas,Prisoner escape,1
2016,Zacatecas,Property damage,1687
2016,Zacatecas,Robbery,7047
2016,Zacatecas,Sexual abuse,26
2016,Zacatecas,Sexual harassment,11
2016,Zacatecas,Simple rape,148
2016,Zacatecas,Threats,465
2017,Aguascalientes,Abduction,0
2017,Aguascalientes,Abortion,4
2017,Aguascalientes,Aggravated rape,63
2017,Aguascalientes,Burglary,405
2017,Aguascalientes,Child trafficking,2
2017,Aguascalientes,Corruption of minors,62
2017,Aguascalientes,Counterfeiting,358
2017,Aguascalientes,Crimes committed by public officials,46
2017,Aguascalientes,Dispossession,279
2017,Aguascalientes,Domestic violence,1102
2017,Aguascalientes,Drug trafficking (small-scale),842
2017,Aguascalientes,Electoral crimes,2
2017,Aguascalientes,Embezzlement,708
2017,Aguascalientes,Environmental crimes,1
2017,Aguascalientes,Extortion,121
2017,Aguascalientes,Feminicide,0
2017,Aguascalientes,Forgery,73
2017,Aguascalientes,Fraud,1155
2017,Aguascalientes,Gender-based violence in all its forms other than domestic violence,6
2017,Aguascalientes,Homicide,258
2017,Aguascalientes,Human trafficking,1
2017,Aguascalientes,Incest,2
2017,Aguascalientes,Injuries,4252
2017,Aguascalientes,Kidnapping,6
2017,Aguascalientes,Non-compliance with family support obligations,145
2017,Aguascalientes,Other common law crimes,2093
2017,Aguascalientes,Other crimes against heritage or property,0
2017,Aguascalientes,Other crimes against life and bodily integrity,19
2017,Aguascalientes,Other crimes against personal freedom,156
2017,Aguascalientes,Other crimes against sexual freedom and security,283
2017,Aguascalientes,Other crimes against society,16
2017,Aguascalientes,Other crimes against the family,34
2017,Aguascalientes,Prisoner escape,0
2017,Aguascalientes,Property damage,3348
2017,Aguascalientes,Robbery,15205
2017,Aguascalientes,Sexual abuse,0
2017,Aguascalientes,Sexual harassment,32
2017,Aguascalientes,Simple rape,161
2017,Aguascalientes,Threats,2308
2017,Baja California,Abduction,0
2017,Baja California,Abortion,73
2017,Baja California,Aggravated rape,349
2017,Baja California,Burglary,2261
2017,Baja California,Child trafficking,5
2017,Baja California,Corruption of minors,257
2017,Baja California,Counterfeiting,431
2017,Baja California,Crimes committed by public officials,1048
2017,Baja California,Dispossession,1139
2017,Baja California,Domestic violence,8554
2017,Baja California,Drug trafficking (small-scale),5745
2017,Baja California,Electoral crimes,0
2017,Baja California,Embezzlement,633
2017,Baja California,Environmental crimes,22
2017,Baja California,Extortion,198
2017,Baja California,Feminicide,11
2017,Baja California,Forgery,119
2017,Baja California,Fraud,1384
2017,Baja California,Gender-based violence in all its forms other than domestic violence,0
2017,Baja California,Homicide,2430
2017,Baja California,Human trafficking,18
2017,Baja California,Incest,0
2017,Baja California,Injuries,11208
2017,Baja California,Kidnapping,13
2017,Baja California,Non-compliance with family support obligations,1061
2017,Baja California,Other common law crimes,8132
2017,Baja California,Other crimes against heritage or property,652
2017,Baja California,Other crimes against life and bodily integrity,845
2017,Baja California,Other crimes against personal freedom,574
2017,Baja California,Other crimes against sexual freedom and security,262
2017,Baja California,Other crimes against society,19
2017,Baja California,Other crimes against the family,367
2017,Baja California,Prisoner escape,5
2017,Baja California,Property damage,7310
2017,Baja California,Robbery,51385
2017,Baja California,Sexual abuse,1111
2017,Baja California,Sexual harassment,106
2017,Baja California,Simple rape,667
2017,Baja California,Threats,3328
2017,Baja California Sur,Abduction,0
2017,Baja California Sur,Abortion,14
2017,Baja California Sur,Aggravated rape,21
2017,Baja California Sur,Burglary,160
2017,Baja California Sur,Child trafficking,0
2017,Baja California Sur,Corruption of minors,36
2017,Baja California Sur,Counterfeiting,271
2017,Baja California Sur,Crimes committed by public officials,275
2017,Baja California Sur,Dispossession,383
2017,Baja California Sur,Domestic violence,1982
2017,Baja California Sur,Drug trafficking (small-scale),644
2017,Baja California Sur,Electoral crimes,0
2017,Baja California Sur,Embezzlement,270
2017,Baja California Sur,Environmental crimes,0
2017,Baja California Sur,Extortion,227
2017,Baja California Sur,Feminicide,0
2017,Baja California Sur,Forgery,50
2017,Baja California Sur,Fraud,873
2017,Baja California Sur,Gender-based violence in all its forms other than domestic violence,0
2017,Baja California Sur,Homicide,693
2017,Baja California Sur,Human trafficking,2
2017,Baja California Sur,Incest,0
2017,Baja California Sur,Injuries,1957
2017,Baja California Sur,Kidnapping,3
2017,Baja California Sur,Non-compliance with family support obligations,778
2017,Baja California Sur,Other common law crimes,562
2017,Baja California Sur,Other crimes against heritage or property,109
2017,Baja California Sur,Other crimes against life and bodily integrity,99
2017,Baja California Sur,Other crimes against personal freedom,166
2017,Baja California Sur,Other crimes against sexual freedom and security,26
2017,Baja California Sur,Other crimes against society,3
2017,Baja California Sur,Other crimes against the family,266
2017,Baja California Sur,Prisoner escape,2
2017,Baja California Sur,Property damage,1958
2017,Baja California Sur,Robbery,10797
2017,Baja California Sur,Sexual abuse,232
2017,Baja California Sur,Sexual harassment,28
2017,Baja California Sur,Simple rape,151
2017,Baja California Sur,Threats,1136
2017,Campeche,Abduction,0
2017,Campeche,Abortion,2
2017,Campeche,Aggravated rape,82
2017,Campeche,Burglary,38
2017,Campeche,Child trafficking,0
2017,Campeche,Corruption of minors,8
2017,Campeche,Counterfeiting,6
2017,Campeche,Crimes committed by public officials,22
2017,Campeche,Dispossession,6
2017,Campeche,Domestic violence,65
2017,Campeche,Drug trafficking (small-scale),152
2017,Campeche,Electoral crimes,0
2017,Campeche,Embezzlement,0
2017,Campeche,Environmental crimes,2
2017,Campeche,Extortion,22
2017,Campeche,Feminicide,1
2017,Campeche,Forgery,0
2017,Campeche,Fraud,10
2017,Campeche,Gender-based violence in all its forms other than domestic violence,0
2017,Campeche,Homicide,142
2017,Campeche,Human trafficking,5
2017,Campeche,Incest,0
2017,Campeche,Injuries,179
2017,Campeche,Kidnapping,6
2017,Campeche,Non-compliance with family support obligations,2
2017,Campeche,Other common law crimes,60
2017,Campeche,Other crimes against heritage or property,39
2017,Campeche,Other crimes against life and bodily integrity,13
2017,Campeche,Other crimes against personal freedom,6
2017,Campeche,Other crimes against sexual freedom and security,23
2017,Campeche,Other crimes against society,2
2017,Campeche,Other crimes against the family,0
2017,Campeche,Prisoner escape,0
2017,Campeche,Property damage,128
2017,Campeche,Robbery,883
2017,Campeche,Sexual abuse,51
2017,Campeche,Sexual harassment,0
2017,Campeche,Simple rape,57
2017,Campeche,Threats,44
2017,Chiapas,Abduction,12
2017,Chiapas,Abortion,11
2017,Chiapas,Aggravated rape,104
2017,Chiapas,Burglary,128
2017,Chiapas,Child trafficking,1
2017,Chiapas,Corruption of minors,128
2017,Chiapas,Counterfeiting,248
2017,Chiapas,Crimes committed by public officials,323
2017,Chiapas,Dispossession,391
2017,Chiapas,Domestic violence,3506
2017,Chiapas,Drug trafficking (small-scale),725
2017,Chiapas,Electoral crimes,7
2017,Chiapas,Embezzlement,233
2017,Chiapas,Environmental crimes,23
2017,Chiapas,Extortion,159
2017,Chiapas,Feminicide,29
2017,Chiapas,Forgery,44
2017,Chiapas,Fraud,545
2017,Chiapas,Gender-based violence in all its forms other than domestic violence,0
2017,Chiapas,Homicide,1353
2017,Chiapas,Human trafficking,49
2017,Chiapas,Incest,0
2017,Chiapas,Injuries,1983
2017,Chiapas,Kidnapping,21
2017,Chiapas,Non-compliance with family support obligations,514
2017,Chiapas,Other common law crimes,1929
2017,Chiapas,Other crimes against heritage or property,243
2017,Chiapas,Other crimes against life and bodily integrity,132
2017,Chiapas,Other crimes against personal freedom,103
2017,Chiapas,Other crimes against sexual freedom and security,306
2017,Chiapas,Other crimes against society,54
2017,Chiapas,Other crimes against the family,8
2017,Chiapas,Prisoner escape,3
2017,Chiapas,Property damage,1561
2017,Chiapas,Robbery,9160
2017,Chiapas,Sexual abuse,213
2017,Chiapas,Sexual harassment,33
2017,Chiapas,Simple rape,578
2017,Chiapas,Threats,504
2017,Chihuahua,Abduction,0
2017,Chihuahua,Abortion,13
2017,Chihuahua,Aggravated rape,212
2017,Chihuahua,Burglary,542
2017,Chihuahua,Child trafficking,2
2017,Chihuahua,Corruption of minors,138
2017,Chihuahua,Counterfeiting,479
2017,Chihuahua,Crimes committed by public officials,749
2017,Chihuahua,Dispossession,780
2017,Chihuahua,Domestic violence,11583
2017,Chihuahua,Drug trafficking (small-scale),8019
2017,Chihuahua,Electoral crimes,22
2017,Chihuahua,Embezzlement,766
2017,Chihuahua,Environmental crimes,30
2017,Chihuahua,Extortion,16
2017,Chihuahua,Feminicide,11
2017,Chihuahua,Forgery,201
2017,Chihuahua,Fraud,2495
2017,Chihuahua,Gender-based violence in all its forms other than domestic violence,0
2017,Chihuahua,Homicide,1908
2017,Chihuahua,Human trafficking,29
2017,Chihuahua,Incest,4
2017,Chihuahua,Injuries,4778
2017,Chihuahua,Kidnapping,15
2017,Chihuahua,Non-compliance with family support obligations,1842
2017,Chihuahua,Other common law crimes,3825
2017,Chihuahua,Other crimes against heritage or property,125
2017,Chihuahua,Other crimes against life and bodily integrity,253
2017,Chihuahua,Other crimes against personal freedom,670
2017,Chihuahua,Other crimes against sexual freedom and security,70
2017,Chihuahua,Other crimes against society,0
2017,Chihuahua,Other crimes against the family,0
2017,Chihuahua,Prisoner escape,5
2017,Chihuahua,Property damage,6960
2017,Chihuahua,Robbery,17366
2017,Chihuahua,Sexual abuse,1182
2017,Chihuahua,Sexual harassment,174
2017,Chihuahua,Simple rape,773
2017,Chihuahua,Threats,2782
2017,Ciudad de México,Abduction,2
2017,Ciudad de México,Abortion,84
2017,Ciudad de México,Aggravated rape,48
2017,Ciudad de México,Burglary,772
2017,Ciudad de México,Child trafficking,2
2017,Ciudad de México,Corruption of minors,126
2017,Ciudad de México,Counterfeiting,7471
2017,Ciudad de México,Crimes committed by public officials,2916
2017,Ciudad de México,Dispossession,3427
2017,Ciudad de México,Domestic violence,18360
2017,Ciudad de México,Drug trafficking (small-scale),2625
2017,Ciudad de México,Electoral crimes,621
2017,Ciudad de México,Embezzlement,3683
2017,Ciudad de México,Environmental crimes,972
2017,Ciudad de México,Extortion,490
2017,Ciudad de México,Feminicide,37
2017,Ciudad de México,Forgery,380
2017,Ciudad de México,Fraud,11897
2017,Ciudad de México,Gender-based violence in all its forms other than domestic violence,0
2017,Ciudad de México,Homicide,1816
2017,Ciudad de México,Human trafficking,20
2017,Ciudad de México,Incest,0
2017,Ciudad de México,Injuries,11273
2017,Ciudad de México,Kidnapping,40
2017,Ciudad de México,Non-compliance with family support obligations,654
2017,Ciudad de México,Other common law crimes,9674
2017,Ciudad de México,Other crimes against heritage or property,0
2017,Ciudad de México,Other crimes against life and bodily integrity,0
2017,Ciudad de México,Other crimes against personal freedom,892
2017,Ciudad de México,Other crimes against sexual freedom and security,12
2017,Ciudad de México,Other crimes against society,56
2017,Ciudad de México,Other crimes against the family,886
2017,Ciudad de México,Prisoner escape,7
2017,Ciudad de México,Property damage,10826
2017,Ciudad de México,Robbery,102714
2017,Ciudad de México,Sexual abuse,1526
2017,Ciudad de México,Sexual harassment,208
2017,Ciudad de México,Simple rape,257
2017,Ciudad de México,Threats,9304
2017,Coahuila de Zaragoza,Abduction,7
2017,Coahuila de Zaragoza,Abortion,3
2017,Coahuila de Zaragoza,Aggravated rape,103
2017,Coahuila de Zaragoza,Burglary,564
2017,Coahuila de Zaragoza,Child trafficking,0
2017,Coahuila de Zaragoza,Corruption of minors,42
2017,Coahuila de Zaragoza,Counterfeiting,268
2017,Coahuila de Zaragoza,Crimes committed by public officials,60
2017,Coahuila de Zaragoza,Dispossession,435
2017,Coahuila de Zaragoza,Domestic violence,8968
2017,Coahuila de Zaragoza,Drug trafficking (small-scale),3256
2017,Coahuila de Zaragoza,Electoral crimes,0
2017,Coahuila de Zaragoza,Embezzlement,525
2017,Coahuila de Zaragoza,Environmental crimes,21
2017,Coahuila de Zaragoza,Extortion,21
2017,Coahuila de Zaragoza,Feminicide,9
2017,Coahuila de Zaragoza,Forgery,37
2017,Coahuila de Zaragoza,Fraud,1045
2017,Coahuila de Zaragoza,Gender-based violence in all its forms other than domestic violence,25
2017,Coahuila de Zaragoza,Homicide,476
2017,Coahuila de Zaragoza,Human trafficking,2
2017,Coahuila de Zaragoza,Incest,1
2017,Coahuila de Zaragoza,Injuries,5609
2017,Coahuila de Zaragoza,Kidnapping,13
2017,Coahuila de Zaragoza,Non-compliance with family support obligations,381
2017,Coahuila de Zaragoza,Other common law crimes,11223
2017,Coahuila de Zaragoza,Other crimes against heritage or property,973
2017,Coahuila de Zaragoza,Other crimes against life and bodily integrity,24
2017,Coahuila de Zaragoza,Other crimes against personal freedom,8
2017,Coahuila de Zaragoza,Other crimes against sexual freedom and security,74
2017,Coahuila de Zaragoza,Other crimes against society,1
2017,Coahuila de Zaragoza,Other crimes against the family,343
2017,Coahuila de Zaragoza,Prisoner escape,0
2017,Coahuila de Zaragoza,Property damage,7619
2017,Coahuila de Zaragoza,Robbery,10438
2017,Coahuila de Zaragoza,Sexual abuse,490
2017,Coahuila de Zaragoza,Sexual harassment,167
2017,Coahuila de Zaragoza,Simple rape,194
2017,Coahuila de Zaragoza,Threats,2886
2017,Colima,Abduction,0
2017,Colima,Abortion,5
2017,Colima,Aggravated rape,4
2017,Colima,Burglary,207
2017,Colima,Child trafficking,0
2017,Colima,Corruption of minors,20
2017,Colima,Counterfeiting,62
2017,Colima,Crimes committed by public officials,1
2017,Colima,Dispossession,385
2017,Colima,Domestic violence,2299
2017,Colima,Drug trafficking (small-scale),939
2017,Colima,Electoral crimes,1
2017,Colima,Embezzlement,522
2017,Colima,Environmental crimes,3
2017,Colima,Extortion,16
2017,Colima,Feminicide,4
2017,Colima,Forgery,71
2017,Colima,Fraud,1549
2017,Colima,Gender-based violence in all its forms other than domestic violence,0
2017,Colima,Homicide,789
2017,Colima,Human trafficking,1
2017,Colima,Incest,0
2017,Colima,Injuries,1796
2017,Colima,Kidnapping,4
2017,Colima,Non-compliance with family support obligations,692
2017,Colima,Other common law crimes,1377
2017,Colima,Other crimes against heritage or property,1
2017,Colima,Other crimes against life and bodily integrity,1
2017,Colima,Other crimes against personal freedom,83
2017,Colima,Other crimes against sexual freedom and security,54
2017,Colima,Other crimes against society,0
2017,Colima,Other crimes against the family,96
2017,Colima,Prisoner escape,2
2017,Colima,Property damage,2533
2017,Colima,Robbery,8336
2017,Colima,Sexual abuse,184
2017,Colima,Sexual harassment,13
2017,Colima,Simple rape,103
2017,Colima,Threats,2272
2017,Durango,Abduction,0
2017,Durango,Abortion,1
2017,Durango,Aggravated rape,23
2017,Durango,Burglary,196
2017,Durango,Child trafficking,0
2017,Durango,Corruption of minors,0
2017,Durango,Counterfeiting,69
2017,Durango,Crimes committed by public officials,152
2017,Durango,Dispossession,536
2017,Durango,Domestic violence,5196
2017,Durango,Drug trafficking (small-scale),788
2017,Durango,Electoral crimes,4
2017,Durango,Embezzlement,812
2017,Durango,Environmental crimes,0
2017,Durango,Extortion,72
2017,Durango,Feminicide,9
2017,Durango,Forgery,15
2017,Durango,Fraud,2196
2017,Durango,Gender-based violence in all its forms other than domestic violence,0
2017,Durango,Homicide,441
2017,Durango,Human trafficking,0
2017,Durango,Incest,0
2017,Durango,Injuries,4894
2017,Durango,Kidnapping,15
2017,Durango,Non-compliance with family support obligations,18
2017,Durango,Other common law crimes,1901
2017,Durango,Other crimes against heritage or property,164
2017,Durango,Other crimes against life and bodily integrity,22
2017,Durango,Other crimes against personal freedom,80
2017,Durango,Other crimes against sexual freedom and security,160
2017,Durango,Other crimes against society,16
2017,Durango,Other crimes against the family,286
2017,Durango,Prisoner escape,0
2017,Durango,Property damage,3154
2017,Durango,Robbery,11158
2017,Durango,Sexual abuse,273
2017,Durango,Sexual harassment,18
2017,Durango,Simple rape,181
2017,Durango,Threats,2001
2017,Guanajuato,Abduction,0
2017,Guanajuato,Abortion,28
2017,Guanajuato,Aggravated rape,22
2017,Guanajuato,Burglary,336
2017,Guanajuato,Child trafficking,10
2017,Guanajuato,Corruption of minors,151
2017,Guanajuato,Counterfeiting,799
2017,Guanajuato,Crimes committed by public officials,0
2017,Guanajuato,Dispossession,842
2017,Guanajuato,Domestic violence,11253
2017,Guanajuato,Drug trafficking (small-scale),6567
2017,Guanajuato,Electoral crimes,6
2017,Guanajuato,Embezzlement,917
2017,Guanajuato,Environmental crimes,8
2017,Guanajuato,Extortion,4
2017,Guanajuato,Feminicide,12
2017,Guanajuato,Forgery,178
2017,Guanajuato,Fraud,1981
2017,Guanajuato,Gender-based violence in all its forms other than domestic violence,0
2017,Guanajuato,Homicide,3366
2017,Guanajuato,Human trafficking,5
2017,Guanajuato,Incest,1
2017,Guanajuato,Injuries,11807
2017,Guanajuato,Kidnapping,4
2017,Guanajuato,Non-compliance with family support obligations,1102
2017,Guanajuato,Other common law crimes,20855
2017,Guanajuato,Other crimes against heritage or property,0
2017,Guanajuato,Other crimes against life and bodily integrity,0
2017,Guanajuato,Other crimes against personal freedom,0
2017,Guanajuato,Other crimes against sexual freedom and security,0
2017,Guanajuato,Other crimes against society,0
2017,Guanajuato,Other crimes against the family,0
2017,Guanajuato,Prisoner escape,7
2017,Guanajuato,Property damage,9220
2017,Guanajuato,Robbery,39809
2017,Guanajuato,Sexual abuse,968
2017,Guanajuato,Sexual harassment,193
2017,Guanajuato,Simple rape,326
2017,Guanajuato,Threats,7080
2017,Guerrero,Abduction,0
2017,Guerrero,Abortion,4
2017,Guerrero,Aggravated rape,58
2017,Guerrero,Burglary,159
2017,Guerrero,Child trafficking,0
2017,Guerrero,Corruption of minors,2
2017,Guerrero,Counterfeiting,126
2017,Guerrero,Crimes committed by public officials,115
2017,Guerrero,Dispossession,428
2017,Guerrero,Domestic violence,2696
2017,Guerrero,Drug trafficking (small-scale),381
2017,Guerrero,Electoral crimes,1
2017,Guerrero,Embezzlement,292
2017,Guerrero,Environmental crimes,0
2017,Guerrero,Extortion,175
2017,Guerrero,Feminicide,21
2017,Guerrero,Forgery,41
2017,Guerrero,Fraud,638
2017,Guerrero,Gender-based violence in all its forms other than domestic violence,53
2017,Guerrero,Homicide,2868
2017,Guerrero,Human trafficking,3
2017,Guerrero,Incest,1
2017,Guerrero,Injuries,3378
2017,Guerrero,Kidnapping,69
2017,Guerrero,Non-compliance with family support obligations,562
2017,Guerrero,Other common law crimes,6239
2017,Guerrero,Other crimes against heritage or property,91
2017,Guerrero,Other crimes against life and bodily integrity,1
2017,Guerrero,Other crimes against personal freedom,225
2017,Guerrero,Other crimes against sexual freedom and security,72
2017,Guerrero,Other crimes against society,0
2017,Guerrero,Other crimes against the family,113
2017,Guerrero,Prisoner escape,0
2017,Guerrero,Property damage,1809
2017,Guerrero,Robbery,10286
2017,Guerrero,Sexual abuse,209
2017,Guerrero,Sexual harassment,38
2017,Guerrero,Simple rape,188
2017,Guerrero,Threats,1457
2017,Hidalgo,Abduction,3
2017,Hidalgo,Abortion,11
2017,Hidalgo,Aggravated rape,0
2017,Hidalgo,Burglary,309
2017,Hidalgo,Child trafficking,0
2017,Hidalgo,Corruption of minors,23
2017,Hidalgo,Counterfeiting,293
2017,Hidalgo,Crimes committed by public officials,251
2017,Hidalgo,Dispossession,1099
2017,Hidalgo,Domestic violence,4417
2017,Hidalgo,Drug trafficking (small-scale),256
2017,Hidalgo,Electoral crimes,0
2017,Hidalgo,Embezzlement,959
2017,Hidalgo,Environmental crimes,0
2017,Hidalgo,Extortion,133
2017,Hidalgo,Feminicide,22
2017,Hidalgo,Forgery,133
2017,Hidalgo,Fraud,1766
2017,Hidalgo,Gender-based violence in all its forms other than domestic violence,0
2017,Hidalgo,Homicide,700
2017,Hidalgo,Human trafficking,3
2017,Hidalgo,Incest,19
2017,Hidalgo,Injuries,6184
2017,Hidalgo,Kidnapping,21
2017,Hidalgo,Non-compliance with family support obligations,886
2017,Hidalgo,Other common law crimes,2150
2017,Hidalgo,Other crimes against heritage or property,49
2017,Hidalgo,Other crimes against life and bodily integrity,159
2017,Hidalgo,Other crimes against personal freedom,1793
2017,Hidalgo,Other crimes against sexual freedom and security,46
2017,Hidalgo,Other crimes against society,2
2017,Hidalgo,Other crimes against the family,1
2017,Hidalgo,Prisoner escape,3
2017,Hidalgo,Property damage,3391
2017,Hidalgo,Robbery,14400
2017,Hidalgo,Sexual abuse,442
2017,Hidalgo,Sexual harassment,27
2017,Hidalgo,Simple rape,560
2017,Hidalgo,Threats,3452
2017,Jalisco,Abduction,0
2017,Jalisco,Abortion,29
2017,Jalisco,Aggravated rape,0
2017,Jalisco,Burglary,473
2017,Jalisco,Child trafficking,0
2017,Jalisco,Corruption of minors,195
2017,Jalisco,Counterfeiting,1429
2017,Jalisco,Crimes committed by public officials,1241
2017,Jalisco,Dispossession,1984
2017,Jalisco,Domestic violence,9557
2017,Jalisco,Drug trafficking (small-scale),1868
2017,Jalisco,Electoral crimes,0
2017,Jalisco,Embezzlement,2187
2017,Jalisco,Environmental crimes,32
2017,Jalisco,Extortion,556
2017,Jalisco,Feminicide,27
2017,Jalisco,Forgery,218
2017,Jalisco,Fraud,7423
2017,Jalisco,Gender-based violence in all its forms other than domestic violence,0
2017,Jalisco,Homicide,2109
2017,Jalisco,Human trafficking,1
2017,Jalisco,Incest,0
2017,Jalisco,Injuries,13707
2017,Jalisco,Kidnapping,13
2017,Jalisco,Non-compliance with family support obligations,0
2017,Jalisco,Other common law crimes,10206
2017,Jalisco,Other crimes against heritage or property,0
2017,Jalisco,Other crimes against life and bodily integrity,0
2017,Jalisco,Other crimes against personal freedom,531
2017,Jalisco,Other crimes against sexual freedom and security,180
2017,Jalisco,Other crimes against society,0
2017,Jalisco,Other crimes against the family,1574
2017,Jalisco,Prisoner escape,0
2017,Jalisco,Property damage,9526
2017,Jalisco,Robbery,88606
2017,Jalisco,Sexual abuse,2321
2017,Jalisco,Sexual harassment,288
2017,Jalisco,Simple rape,467
2017,Jalisco,Threats,9851
2017,Michoacán de Ocampo,Abduction,0
2017,Michoacán de Ocampo,Abortion,11
2017,Michoacán de Ocampo,Aggravated rape,41
2017,Michoacán de Ocampo,Burglary,236
2017,Michoacán de Ocampo,Child trafficking,0
2017,Michoacán de Ocampo,Corruption of minors,20
2017,Michoacán de Ocampo,Counterfeiting,235
2017,Michoacán de Ocampo,Crimes committed by public officials,458
2017,Michoacán de Ocampo,Dispossession,595
2017,Michoacán de Ocampo,Domestic violence,1158
2017,Michoacán de Ocampo,Drug trafficking (small-scale),2016
2017,Michoacán de Ocampo,Electoral crimes,0
2017,Michoacán de Ocampo,Embezzlement,407
2017,Michoacán de Ocampo,Environmental crimes,68
2017,Michoacán de Ocampo,Extortion,21
2017,Michoacán de Ocampo,Feminicide,29
2017,Michoacán de Ocampo,Forgery,48
2017,Michoacán de Ocampo,Fraud,1227
2017,Michoacán de Ocampo,Gender-based violence in all its forms other than domestic violence,0
2017,Michoacán de Ocampo,Homicide,2246
2017,Michoacán de Ocampo,Human trafficking,9
2017,Michoacán de Ocampo,Incest,0
2017,Michoacán de Ocampo,Injuries,6539
2017,Michoacán de Ocampo,Kidnapping,29
2017,Michoacán de Ocampo,Non-compliance with family support obligations,87
2017,Michoacán de Ocampo,Other common law crimes,2510
2017,Michoacán de Ocampo,Other crimes against heritage or property,0
2017,Michoacán de Ocampo,Other crimes against life and bodily integrity,36
2017,Michoacán de Ocampo,Other crimes against personal freedom,387
2017,Michoacán de Ocampo,Other crimes against sexual freedom and security,38
2017,Michoacán de Ocampo,Other crimes against society,3
2017,Michoacán de Ocampo,Other crimes against the family,0
2017,Michoacán de Ocampo,Prisoner escape,0
2017,Michoacán de Ocampo,Property damage,2425
2017,Michoacán de Ocampo,Robbery,18262
2017,Michoacán de Ocampo,Sexual abuse,270
2017,Michoacán de Ocampo,Sexual harassment,63
2017,Michoacán de Ocampo,Simple rape,281
2017,Michoacán de Ocampo,Threats,2081
2017,Morelos,Abduction,2
2017,Morelos,Abortion,22
2017,Morelos,Aggravated rape,2
2017,Morelos,Burglary,369
2017,Morelos,Child trafficking,0
2017,Morelos,Corruption of minors,41
2017,Morelos,Counterfeiting,188
2017,Morelos,Crimes committed by public officials,55
2017,Morelos,Dispossession,1120
2017,Morelos,Domestic violence,5069
2017,Morelos,Drug trafficking (small-scale),776
2017,Morelos,Electoral crimes,2
2017,Morelos,Embezzlement,749
2017,Morelos,Environmental crimes,7
2017,Morelos,Extortion,43
2017,Morelos,Feminicide,27
2017,Morelos,Forgery,80
2017,Morelos,Fraud,1669
2017,Morelos,Gender-based violence in all its forms other than domestic violence,0
2017,Morelos,Homicide,828
2017,Morelos,Human trafficking,10
2017,Morelos,Incest,2
2017,Morelos,Injuries,4645
2017,Morelos,Kidnapping,42
2017,Morelos,Non-compliance with family support obligations,291
2017,Morelos,Other common law crimes,1879
2017,Morelos,Other crimes against heritage or property,235
2017,Morelos,Other crimes against life and bodily integrity,284
2017,Morelos,Other crimes against personal freedom,253
2017,Morelos,Other crimes against sexual freedom and security,103
2017,Morelos,Other crimes against society,10
2017,Morelos,Other crimes against the family,306
2017,Morelos,Prisoner escape,7
2017,Morelos,Property damage,2747
